评论,品质,味道,价格,分量,外观,物流,客服,粗粒度
酸甜可口！非常满意！非常好吃！,2,2,2,2,2,2,2,1
新鲜，酸甜可口，分量很足,2,2,1,2,2,2,2,1
在京东商城购买的，【农场】梅珍柚子蜜柚个福建新鲜水果红心柚子水果，早就到货了，包装很好，和头很大，价格还便宜，还没来的及尝鲜，应该错不了，在京东购买的任和产品都值得信赖，推荐大家购买，今晚试吃之后，再来追评吧！,2,2,1,2,1,2,2,1
和店家描述的一样，光是闻着就有一股好闻的味道，之前也买过几次，很满意,2,1,2,2,2,2,1,1
红心柚子，水分多，味道甜微酸，非常好吃。非常划算！非常划算！非常满意！非常满意！非常满意！非常满意！非常满意！非常满意！非常满意！,1,1,2,2,2,2,2,1
京东种出来的水果，非常非常满意,2,2,2,2,2,2,2,1
发货快！质量不错！服务好！口感好！杠杠的！非常值得购买！红心的！价格便宜！,2,1,1,2,1,1,2,1
货物已经收到了，非常不错。而且吃起来很甜红心柚子！,2,1,1,2,2,2,2,1
柚子已收到，颜色金黄又很新鲜。可以放心购买,1,2,1,2,2,2,2,1
种水果得的，没想到这两个柚子个这么大，质量还很好，很新鲜，水份充足，打开尝尝又甜又酸，感觉不错，没有那么甜，有一点点苦，应该可以去火吧，柚子皮可以泡水喝，还可以吸收异味，净化容气，这么一看柚子真是非常好的水果，果肉可以吃，果皮还有那么多用途。棒棒哒。,2,2,1,2,1,2,2,1
水分足，味道不错，非常满意,1,1,2,2,2,2,2,1
亲：柚子收到了，包装完好，打开之后，柚子很新鲜，果粒饱满，味道酸甜可口，我很满意。给五星好评！祝老板生意兴隆！！！,1,2,2,2,1,2,2,1
柚子皮剥开的瞬间就能感觉到这充足的水分，以及扑鼻的清香。柚子肉甜而不酸，非常可口。赠送的剥皮指环也很好用。v,1,2,2,2,2,2,2,1
柚子超好吃，个头不小，皮特别特别薄，果肉水分很足，买柚子最怕中间干瘪，但是这个一点都没有，必须五星好评！,1,2,1,1,2,2,2,1
这次红心柚是在京东商城做ldquo东东农场、免费水果rdquo活动时得到的，收到的宝贝很新鲜，但还没吃，看着不错，一箱两个，而且大小均匀、掂掂分量也很重，在柚子皮上按着也很结实，商家很细心：打开纸箱里面还放着柚子的详细说明书和一个小工具，是用来划皮的，这样就不会弄得满手柚子皮油，商家还在说明书上写着要放段时间再吃口味很更佳、更甜。是次很愉快的体验。等吃了再来追评。,2,2,1,1,2,2,1,1
非常棒，第一，两个柚子非常好吃，比较甜，皮不厚，水分也足，家里人吃了都说好吃，非常适合我们的口味。第二商家也很用心，里面有关于开柚子的详细方法介绍，非常用心，也很实用。总的来讲非常好，非常值得大家尝试。,1,2,2,2,2,2,1,1
柚子收到，这是在京东的农场兑换的吃过几回，好吃水份多。很满意。,1,2,2,2,2,2,2,1
质量口感都不错物流也很快好就完事了,2,2,2,2,2,1,2,1
在水果种植园花一分钱买到的红芯柚子，绝对的物超所值，商家还很贴心的给寄来了一个剥柚子皮的工具！据说红心柚子的口感非常不错,2,1,2,2,2,2,1,1
红心秞收到了，打开吃了，好吃，酸酸甜甜的和上次买的一样，五星好评,2,2,2,2,2,2,2,1
果实很饱满，个头很大，水以很足，推荐购买,2,2,2,1,2,2,2,1
物流很给力，很快收到两枚蜜柚，一个大些，一个略小些，都很硬实。店家还送了几个剥皮小工具，很贴心。皮很薄，里面的肉水分很多，酸甜汁多，爽口好吃，价格很实惠，物美价廉，还会回购的。,1,2,1,2,2,1,1,1
非常好吃，水份也足，值得购买的。,2,2,2,2,2,2,2,1
红心柚子收到，颜色很红，味道很好酸甜可口，值得购买。五星好评。,1,1,2,2,2,2,2,1
柚子特别新鲜，水分足，非常重，酸甜好吃可口，特别好，柚子肉很香甜，皮也超级薄，很好剥，不用刀就可以完全地剥开来吃，柚子肉上的那条线也很容易撕开，吃完后还要购买，真心推荐大家去购，味道是真心好，比在超市购买的正宗，最关键的是价格不贵，物美价廉，超级满意。,1,2,1,2,2,2,2,1
个大很甜很好吃，这么冷的天也没有坏,2,2,2,2,2,2,2,1
快递很快，东西收到了完好无损，里面的柚子一大一小，柚子里面很红，口感酸甜，皮厚一点，不过物超所值啦，,1,2,2,2,2,2,2,1
柚子邮来几天了昨天才打包装盒，包装盒完好无损，柚子外观新鲜入口香甜，红心柚子真的很好吃，快递小哥工作认真负责态度很好必须给商家和快递小哥特等好评,2,2,1,2,1,2,1,1
柚子收到了，物流很快，柚子新鲜，口感不错，酸甜可口。,1,1,2,2,2,1,2,1
京东农场得到的，价格非常实惠，超值。,2,2,1,2,2,2,2,1
已经是多次购买了，比实体店便宜，大人小孩都很喜欢！正规店铺朋友推荐的！,2,2,2,2,2,2,2,1
包裹的很严实，没有破损，卖家很细心，分量很足，诚信商家值得信赖，个头特别大，水分很足，特别甜！,2,2,2,1,2,2,1,1
真心不敢想像这是我种出来的，很新鲜。喜欢这个大小的，皮薄果实水份饱满，口感很好不酸。大爱呀。真的不枉费我这么支持京东，不让人失望。爱了,2,1,1,1,2,2,2,1
味道很甜，很正宗，非常好吃，口感非常好，值得购买。下次还会购买，个头也很大。皮也很薄。,2,1,1,1,2,2,2,1
物流快外包装完好无损个大酸甜可口非常好,2,2,2,2,1,1,2,1
特别特别特别好，没有任何破损的地方，外观也好看，好评！这个柚子也是回购了很多次了，非常非常好，酸甜可口，特别喜欢，而且收到也没有坏果，我已经买很多次了，还给朋友推荐了。很不错！！很满意满意,2,2,1,2,2,2,2,1
多次购买，价廉物美的，品质很好！值得信赖的京东商城！！赞一个！！,1,2,2,2,2,2,2,1
个头适中，两个都差不多大小，挺好的。物流也很快。,2,2,2,1,2,1,2,1
宝贝儿收到了！很喜欢！个头好大！柚香扑鼻！太开心啦！老板还送了专用工具！好评！！,2,2,2,1,2,2,2,1
到货就迫不及待打开了，果真没有让我失望，质量特别好，颜值也相当高，红心的，好吃,2,2,2,2,1,2,2,1
水多甜度也可以，柚子特有的苦味也很正宗！,2,1,2,2,2,2,2,1
包装有些破损！可以理解！份量很足！酸酸甜甜的，水份量足！很好吃！,2,2,2,2,1,2,2,1
京东搞活动免费赠送的，虽然是赠品但是柚子的品质非常好，味道酸甜口，非常新鲜好吃，值得购买！,1,2,1,2,2,2,2,1
种树活动收到的水果，很有趣很好玩哦，挺有成就感的。两个大柚子，皮有些厚，酸酸甜甜的，味道还不错,1,1,2,2,2,2,2,1
还不错在东东农场很多次兑换水果了这次换下柚子来看看，应该还不错吧以前换回来家里面的小孩子很喜欢吃基本上都是和水果类的，一如既往的支持东东农场给予五星好评！,2,2,1,2,2,2,2,1
首先要称赞一下店家的发货速度，物流非常给力。收到后包裹后，打开箱子，一股淡淡的清香飘溢而出。切开柚子，肉显浅红血，微微带点酸味，咬上一口齿甲留香，非常开胃，非常可口。,1,2,2,2,2,1,2,1
收到了，柚子不错，拿最小的称了下，也有斤，合下来也就块一斤，还是很便宜的，种水果得的。,1,2,2,2,2,2,2,1
东东农场自己种的果实，今天收到了。皮薄肉嫩酸甜度刚刚好，比想象的要好吃。五星好评。,2,1,2,2,2,2,2,1
支付一分钱在东东农场种的红心柚子今天收到啦！包装完好无损，没有坏果，两个大柚子很新鲜，皮薄，果肉紧实多汁，酸甜可口。一个红心柚子二斤半。两个五斤。超出了我的期望值。良心商家发货很快，符合游戏规则。全程物流信息显示正常，客服服务到位，小件员能及时电话通知取件。是我在东东农场种的最满意的一次。商品、客服和小件员给五星好评。,1,2,1,1,1,1,1,1
是种水果换的，非常不错好甜，京东的东西真的好，其实我一直不喜欢评价，以前买东西喜欢在别的平台里买东西，自从朋友说京东东西不错，质量和服务都不错，现在也喜欢在京东里买东西，的确东西非常好，物美价廉，买东西快捷方便，服务杠杠的，京东这个平台不错，非常感谢京东，非常满意，赞赞赞,2,2,2,2,1,2,2,1
京东水果的活动，已经参加好几年了。隔三差五就能吃到自己ldquo种rdquo的水果，幸福感爆棚哦。这次得的是红瓤蜜柚，首先包装很好，严实，用了瓦楞纸比较厚实的包装箱；其次果子很新鲜，圆滚滚两个，卖相不错。最后就是果肉，红中略带点白，给人一种剔透，温润之感。入口微酸，咀嚼后回甘绵长，沁人心脾。,2,2,1,2,1,2,2,1
柚子水分很足，口感好，孩子挺喜欢吃！,2,1,2,2,2,2,2,1
柚子是红心，箱里一共两个柚子，包装的很好，足斤又新鲜，味道甜甜的，口感很好。店家很良心，发货速度快。支出京东，支持京东免费水果活动。,1,1,1,2,1,2,1,1
柚子很不错，很甜，一点也不干，很棒，柚子很不错，很甜，一点也不干，很棒，柚子很不错，很甜，一点也不干，很棒，,1,2,2,2,2,2,2,1
免费种出来的，除了个头小点，还是很不错的，是红心的，皮很薄，水分大，酸酸甜甜很好吃。包装严实，柚子没有任何损坏，物流也很快，推荐购买,1,2,1,2,1,1,2,1
很好吃的红心柚，果皮很薄，果肉饱满，甜度很高。,1,1,2,2,2,2,2,1
果大肉甜物美价廉，在买还来此店买,2,2,2,2,2,2,2,1
很棒的一款水果，我们全家人都爱吃，酸酸甜甜的，南方过来的很新鲜。想吃的朋友可以入手哦。,2,2,1,2,2,2,2,1
很不错的柚子，包装很好，用一个小箱子，正好装了俩。物流也很快，拿来以后还没有去吃，等吃了后再来评论，好吃的话接着种树兑换。,1,2,2,2,1,1,2,1
京东水果种出来的，用了优惠券，超值！包装挺好，没有破损，柚子没有被压被挤。红心柚，味道很好，很甜，一点儿都不酸，果皮香气浓郁，这次的柚子超值，推荐！,2,1,2,2,1,2,2,1
很好，超级好，又大又红，水分充足。良心商家。,1,2,2,2,2,2,1,1
拿手里沉甸甸的，皮薄肉厚，水份充足，味道不错。在办公室开了一个，柚子皮的香味真好闻，同事们很快就吃完一个啦,2,1,2,2,2,2,2,1
蜜柚很好吃，皮薄肉甜。,2,2,2,2,2,2,2,1
皮很薄，味道不错，甜甜的,2,1,1,2,2,2,2,1
柚子好甜，汁水多，很新鲜，特别满意，好评必须好评。,1,2,1,2,2,2,2,1
红柚收到了！名牌红心蜜柚香甜可口，特别喜欢吃，准备再次购买贵店产品！己经给予五星好评！,2,2,2,2,2,2,2,1
皮薄馅大果粒爆满。酸酸甜甜很可口。家里人都觉得很好吃,2,2,2,2,2,2,2,1
很好的二个柚子，很好吃，皮薄肉甜，汁多不苦，物流很快，物品干净，包装也很好没有损伤，味道也很美呢，颜色也更美丽，好吃，好,1,2,1,2,0,2,2,2
水分充足，超级酸甜，果肉特别嫩,1,2,2,2,2,2,2,1
在京东上梅珍生鲜旗舰店订购的红心蜜柚非常满意，皮薄水分足口感不错！,1,2,1,2,2,2,2,1
东东农场种水果得的，果肉很饱满，很甜,1,2,2,2,2,2,2,1
非常棒满意,2,2,2,2,2,2,2,1
收到宝贝，首先映入眼帘的是ldquo柚情柚意rdquo四个字，感觉特别有爱舒服，打开包装是两个大小匀称金灿灿的两个，吃到口中，甜中带点微苦，淡淡的柚子香味，汁多肉嫩，爽歪歪！感谢商家不但发货快，质量也是杠杠滴！辛苦了！,2,2,2,1,1,1,1,1
还不错，吃了一个了！口感甜中带酸。物流也很快！包装完好！,2,1,2,2,1,2,2,1
包装好，质量优良，品种好，特别好吃。第二次购买。,2,2,2,2,1,2,2,1
不错不错，一如既往的不错，好吃酸酸甜甜。包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买感谢店家发货非常快，服务态度很好，应该是正品，一次很愉快的购物已经收到啦，很不错，还有赠品，性价比太高啦，爱了爱了。,2,2,1,2,1,1,1,1
东西以收到，非常好满意的一次购物，甜甜的非常好吃，包装也很好，快递也非常快，下次还会在来的,2,2,2,2,1,2,2,1
玩京东游戏所得的柚子已收到，非常满意，包装完好，质量上乘，很新鲜。箱里有商品介绍，还送了两个开皮器，服务周到。快递员很辛苦，谢谢啦！,1,2,1,2,1,2,2,1
柚子果实无损，质量很好。快递小哥辛苦啦！,2,2,2,2,1,2,2,1
新鲜的柚子收到了，非常漂亮，还没有打开品尝的，应该好吃。物流快，小哥态度好，每次到货都打电话叫及时提取，好评。,1,2,1,2,2,1,1,1
个头很大，看着比想象中的好，也没有坏果，份量很重，还没吃呢，应该不错,2,2,1,1,2,2,2,1
口感很新鲜，比外面买的水果新鲜好多，味道酸甜可口，自己种的水果，很好。,2,1,2,2,2,2,2,1
老板发货快，快递很给力，包装的完整的。两个蜜相个头匀称。我非常满意这一次的购物。,2,2,2,1,1,1,2,1
很好很好的柚子，一个红心的，一个白心的，都很好吃，汁多，味道清香，打开很长时间，剩下的柚子也没坏掉，是自然成熟的，物流很快，包装很好，没有损坏,1,1,2,2,1,2,2,1
亲，您好。农场种的水果今天收到了。包装完整，打开尝了，皮很薄，里面果肉汁水多，酸甜度适中，很好吃。客服态度很好，谢谢您。,2,1,1,2,1,2,1,1
个头很大，味美新鲜，整挺好,2,2,1,1,2,2,2,1
收到红心柚两枚，打开包装后就闻到浓郁的柚香味，去皮后红心柚显现出来，皮很薄，肉肥汁多味甜，比以前吃过的好多了，顶，点赞,2,1,1,2,1,2,2,1
很爱吃柚子，今天刚到货，希望这个红心柚子很甜。,2,2,2,2,2,2,2,1
商品很快就送到了，包装完整，没有破损，里面的柚子也很好，没有磕碰。两个大大的红柚子，很不错，果肉紧实，丰满，柚子皮薄，果汁多，很爽，吃着甜中有些酸酸的，很喜欢这种柚子，性价比很好，价钱实惠，已经多次购买了，冬天吃柚子，降内热，清凉，很好的商品，,1,2,1,2,1,2,2,1
酸甜可口，一点都不干，皮薄，非常好吃,2,2,2,2,2,2,2,1
红心柚太好吃了，这么远物流太快了，从广西到我这里好几千里苦，不到三天就到了，感谢商家和快递小哥辛勤付出！,2,2,2,2,2,1,2,1
这个红心密柚非常好，皮薄肉厚，多汁味甜，与商家宣传完全一致。纸箱包装很完整，店家与快递都很给力。非常满意！！！！！,2,2,2,2,1,2,1,1
很赞呢，梁大个，水分很足，很多汁，很好吃呢,2,2,2,2,2,2,2,1
刚刚收到货，很好！祝生意兴隆，财源滚滚！！！,2,2,2,2,2,2,2,1
一般吧,2,2,2,2,2,2,2,0
物流特别的快，这个水果是农场里面种出来的，柚子很好吃，皮很薄，很甜，没想到游戏里种的水果这么的赞，大爱呀，两个大柚子感觉特别赚。希望把好物分享给大家,1,2,1,2,2,1,2,1
鲜嫩多汁，味道很好，无涩味还挺甜的，大小适合，一次正好吃完一个，在京东玩游戏领的免费水果，真的非常棒，发货很快包装也很好，点赞,2,1,2,1,1,1,2,1
红心柚，一箱两个，个头不大，但质量很好。收到时很新鲜，想着放一放再吃，应该会更好吃。随箱附着有说明，柚子放了一阵后，有柚香味了，柚皮黄、软软的，皮子也特别薄，农场种的柚子质量不错！,2,2,1,0,1,2,2,2
物流很快，包装完好，柚子非常新鲜，我非常满意，以后有需要还会再来。,1,2,2,2,1,2,2,1
红柚收到，包装完好无损，皮薄肉厚是红柚，吃起甜甜的很爽，还送了两个开果器很好，快递送货快，物流快服务态度好满意。,2,2,2,2,1,1,1,1
柚子很大很好，一看就是皮薄，物流也很快，很满意，下次还会购买的。,1,2,2,2,2,1,2,1
货收到了，很满意，物流也很快，很满意的一次购物，五星好评。,2,2,2,2,2,1,2,1
柚子大赞了，好吃，又甜又香，柚味十足，又把皮做柚子糖，颜值百分百，！！分好评,1,2,2,2,2,2,2,1
红心柚子收到了跟描述的一样挺好的很新鲜物流也快好评,2,2,2,2,2,1,2,1
农场里种水果选了红心柚，寄来后看只柚子大小匀称。同事阿姐有经验，让我放一段时间再吃，让皮下水分通通进入果肉了，到时间她按了柚子外皮就知道可以吃了。果然打开后红心柚又嫩又甜，水分充足，吃口很好，这红心柚质量很好。,1,2,2,1,1,2,2,1
物流很快，包装完好，柚子很新鲜，我非常满意，以后有需要还会再来。,1,2,2,2,1,2,2,1
宝贝收到了包装完好无损，皮薄肉厚水份多，很好吃值得推荐一下,2,2,2,2,1,2,2,1
很快，很好，很满意，价格实惠，质量好，味道不错，下次还来。,2,1,1,2,1,2,2,1
孩子很喜欢柚子这个味道不错汁水也很多酸甜酸甜的蛮好的好吃很喜欢当时买少了这个绝对的味道不错没有坏的蛮好快递不错孩子很喜欢柚子这个味道不错汁水也很多酸甜酸甜的蛮好的好吃很喜欢当时买少了这个绝对的味道不错没有坏的蛮好快递不错,2,1,1,2,2,2,2,1
柚子收到，包装好物流快新鲜。打开尝一下很好吃，给五星好评！,1,1,2,2,1,1,2,1
这个是较小的，大个己开吃了，微酸鲜甜，特别味道带玫瑰香，水份饱满非常好吃，品相也是淡淡玫瑰红，性价比高，超值！好评五星,2,1,1,2,2,2,2,1
好吃的宝贝已经收到了，发货速度、物流速度都挺快的呐，外包装完好无损，宝贝质量很不错，生产日期很新鲜，保质期还有很长时间呐，使用很方便，客服很敬业，有问必答，非常满意的一次网购，有需要还会再来回购的,2,2,1,2,1,2,2,1
水果不错，味道非常好，汁水多，发货速度快，希望继续保持，下次有需要一定还会再来的。,2,1,1,2,2,2,2,1
快递很快，双十一期间两三天就到了，没有坏的，柚子还不错，吃起来也不是酸的离谱那种,1,2,2,2,2,2,2,1
今年在京东下单了好几单的柚子了，确实性价比非常高，比起在超市买的话便宜多了。本单是在东东农场交换的，东东农场玩了好几轮了，每次都能很快的发货，真的是良心游戏了。,1,2,1,2,2,1,2,1
红心柚子收到了薄皮氺份充足口感好特别甜还会回购,2,1,2,2,2,2,2,1
口感很好酸甜可口，快递很快。,2,2,2,2,2,2,2,1
种的红心柚子，两个大果，个头很大，还送了拨皮神器，非常实用，果肉也很丰厚，皮薄，红心的酸甜可口，闺女都特爱吃，一个柚子一晚上就吃没了,1,2,2,1,2,2,2,1
这个非常好吃，下次一定再买,2,2,2,2,2,2,2,1
很美味，家里的小宝贝很喜欢，皮也薄，不是第一次吃了，赞。,2,2,1,2,2,2,2,1
东东农场种成兑换的，换了个红心柚子，包装很好，没有磕碰坏，物流也很快，虽然看着小小恩，柚子的皮很薄，果肉很多，不酸不苦也不会很干，甜甜的也很多汁，秋天的第一个柚子，非常奈斯！,1,2,1,2,1,1,2,1
柚子的质量挺好的，里面的肉质很好，一个大概斤，个头还可以吧，皮也不是很厚，一次比较满意的购物。京东的物流和速度都很快，会继续购买的。,2,2,2,1,1,1,2,1
梅珍柚子很不错，是农场搞活动得的，味道不错，没有坏的，快递也不错，下次会回购,1,1,2,2,2,2,2,1
柚子很新鲜，味道也酸甜可口，很好剥开，份量很足，果品也很好，商家服务好，发货快。,1,2,2,2,2,1,2,1
柚子不错，打开水分挺足的，物美价廉，满意,1,2,2,2,2,2,2,1
密柚己收到，很好吃，谢谢！,2,2,2,2,2,2,2,1
种水果得的奖励，是一次非常好的体验，柚子虽然偏小，但是很沉，水分很足，完全没有一丁点干硬的颗粒，香甜可口，还带一点点酸，可以说非常完美了。,0,2,1,2,2,2,1,2
柚子已收到，果实饱满，新鲜，口感很好，物流快，下次还会光顾的。,1,1,1,2,2,1,2,1
两个柚子收到。包装很好！很新鲜！还没吃应该放几天再吃口感更好！,1,2,1,2,1,2,2,1
京东农场种的柚子，物流很快，寄来一箱，里面有个柚子，柚子还包了一层塑料袋，柚子很新鲜，皮薄汁多，酸甜苦辣。,1,2,2,2,2,2,2,1
首先必须感谢京东的京喜，能够给人带来实实在在的开心与实惠，这是拼购单购买的价格相当的合算，京东到货的速度非常快，到货以后看了看两个柚子很大，整体上是皮薄肉质比较的丰满，全都是红心，味道甜中略略带酸，柚子味道满满，推荐推荐大家。,1,1,1,2,2,2,2,1
东东很好吃，新鲜,2,2,1,2,2,2,2,1
红心柚子收到了，包装非常好，快递公司速度很快，服务态度好。柚子收到了就打开看看，真的是红心，皮薄，味道不错，甜甜的，可口好吃。,1,1,2,2,1,2,1,1
柚子收到了哈，实物与描述非常一致，太好吃了，我非常满意，店家服务态度非常好，发货非常快，包装非常结实，全五星好评哈，下次还来你家哈！柚子收到了哈，实物与描述非常一致，太好吃了，我非常满意，店家服务态度非常好，发货非常快，包装非常结实，全五星好评哈，下次还来你家哈！,1,2,2,2,1,1,1,1
柚子收到了，第二次购买了！很新鲜，水分足，很重，酸甜可口，微微的酸很好吃！红柚皮很薄，还送一个剥皮器，不用刀也能轻松剥开！柚子肉的那条线也很好撕开。物流很给力！快递小哥文明礼貌！特别满意，超级赞！推荐大家购买！,1,2,1,2,2,1,2,1
皮薄汁多，很嫩，真心好评，京东的免费水果比其它平台都好，已经领了几次免费的了，其它平台的没那么新鲜，视频这是第二个，昨晚已经吃了一个,2,2,1,2,2,2,2,1
发货速度，物流速度，质量很好，柚子包装很好，每个都是独立的包装，个头不大，水分十足，没有一点瑕疵，也没有破损，香甜可口，皮薄肉厚，肉软多汁，值得信赖，全五分好评。总的来说就一句话购物上京东，快捷又轻松！,2,2,2,0,1,2,2,2
柚子很好吃，还送了小工具，切柚子皮很好用，这个季节吃柚子最好了，降火润燥，柚子肉汁多，非常喜欢，爱了爱了，希望再种水果的时候还有这个柚子,1,2,2,2,2,2,2,1
特别好吃，非常甜，水分足，开始喜欢吃柚子了,1,2,2,2,2,2,2,1
快递包装很好没有破损，非常满意的一次网购，会推荐给朋友的,2,2,2,2,1,2,2,1
本款红心柚子口感不错，水分多，果肉包满，是一款非常好的柚子，非常喜欢。,1,2,1,2,2,2,2,1
很好，水分很足，满意,2,2,2,2,2,2,2,1
不错，已经收到了，一共给了两个柚子。看着还行，份量挺好的。这次兑换，真是很快就收到了，在期间，居然这么快，就能收到，真是很不错的！很满意速度！就是还没有打开呢，不知道味道怎么样。可以等打开，再分享的。,2,2,1,2,2,2,2,1
果园种果树免费得的，两个红心柚份量都不轻呢，皮薄肉红，味道酸酸甜甜的很好吃。,2,1,2,2,2,2,2,1
好吃，在京东农场，免费领取的，在酸酸甜甜的孩子很喜欢吃，值得购买,2,2,2,2,2,2,2,1
柚子非常新鲜，水份多多，口感下错哦,1,2,2,2,2,2,2,1
柚子收到了，很好吃。物流也旅给力。,1,2,2,2,2,2,2,1
很好吃的，酸酸甜甜的，分给同事们吃了，也把链接发给她们了。,2,2,2,2,2,2,2,1
物美价廉，香甜可口，非常棒的红柚，必须好评！！！！！！,2,2,2,2,2,2,2,1
皮很薄，肉水份足，口感甜，真的好吃，拍了照片，分享，爱吃柚子的朋友做参考。,2,1,1,2,2,2,2,1
柚子非常好，个头虽然不大但是皮薄肉厚，口味也不错，非常好吃,1,2,1,0,2,2,2,2
柚子已经收到了，非常满意，快递哥服务态度好，给五星好评！想吃的朋友赶快下单吧,1,2,2,2,2,2,1,1
种水果种的，送货很快。东西很新鲜，口味偏酸甜，水分很足，味道不错，就算购买也很值，小伙伴可以下手购买了。份量十足，皮不是很厚。可以接受,2,1,1,2,2,1,2,1
红肉柚子今年特别甜特别好吃，我家今年网上整了好多，没次都不错，不大不小，刚好一两天能吃完，太大了就得放不新鲜了，这个大小一家三四个吃刚好！喜欢的小伙伴也可以试试,1,2,1,2,2,2,2,1
柚子非常好吃！从没有买到过这么薄皮的柚子，想要的可以看图看视频，准备再次购买！,1,2,1,2,2,2,2,1
柚子果肉皮薄肉厚饱满多汁，口感好味道正宗很好吃，吃完再来购买,2,1,2,2,2,2,2,1
京东农场种水果种出来的，两个大柚子，红心的！挺喜欢的！吃起来也比较甜！不记得这是第几次在京东收到农场的水果了，总之京东这个活动还是很不错的！值得推广建议！加油京东，越来越好！双十一预祝销量上升一个台阶！,1,1,1,2,2,2,2,1
很好的红心柚子，发货很快，服务太客气了谢谢。,2,2,2,2,2,1,2,1
味道挺好的皮还很薄,2,1,1,2,2,2,2,1
柚子收到后，打开是红心柚，很甜，水份多，朋友都说很多吃，已经好几次够买这家老板店的柚子，已推荐朋友订购，过两天又订几箱去送给亲朋好友，多谢！,1,2,2,2,2,2,2,1
味道很好，很甜，值的购买！,2,1,2,2,2,2,2,1
柚子很好水分足分量很足还是红心的,2,2,2,1,2,2,2,1
柚子收到了。快递也很速度,1,2,2,2,2,2,2,1
两个柚子大小相等，份量足，皮薄肉大，酸甜可口，好吃，非常满意，吃完回购,2,2,2,1,2,2,2,1
物美价廉，味道不错，包装结实，个头大小合适，下次再光顾。,2,1,2,1,1,2,2,1
很不错汁多皮薄物美价廉值得购买,2,2,1,2,2,2,2,1
这次是兑换的，但是因为好吃才选择换红心柚子的，这次这两个个头均匀，色泽靓丽，很满意！而且送货上门，包装结实！,1,2,2,1,1,1,2,1
到了两天了！果肉水分很足！昨晚和家人一起吃了，都说好吃，甜甜的，微酸！京东商城的产品从不让失望！真没想到，每天浇水，也给这么好吃的柚子！绝对好评！,1,2,2,2,2,2,2,1
新鲜送了一个工具水分很足，甜,2,2,1,2,2,2,2,1
味道不错，酸甜可口，水分充足，包装很认真，家人都喜欢吃！,1,1,2,2,1,2,2,1
东东农场种出来的柚子，本来没什么期待值的，剥开后尝了下很是惊喜，水份足也很甜，挺好吃的柚子，非常不错,1,2,1,2,2,2,2,1
物流很快，柚子收到品尝后，感觉很不错，还会再次的购买,1,2,1,2,2,1,2,1
免费水果换的柚子，个头小小的，不过挺沉的，证明水分足，而且闻到清新的柚子香，特别舒服！店家送了开果器，才知道也可以用这种开果器开柚子，哈哈，柚子皮很薄，果然多汁！很新鲜的柚子，吃着可以，感谢京东！好吃哈,1,1,1,2,2,2,1,1
很好！很喜欢，给商家点赞,2,2,2,2,2,2,2,1
个红心柚子，看图就知道好吃，特别甜，大个皮薄,2,2,2,2,2,2,2,1
柚子红心很好吃，新鲜，酸甜可口，物流很快谢谢。,2,2,1,2,2,1,2,1
很好吃的柚子，酸甜可口，虽内心不是很红，但味道很好！真的不行！！！,1,1,2,2,2,2,2,1
用了一分钱买两个这么大的红心沙田柚真抵，京东真是不错的选择！,2,2,1,2,2,2,2,1
买好吃的柚子，可以回购的那种。两个，物美价廉，甜，水分足，很适合减肥。,1,2,2,2,2,2,2,1
感觉很好，包装完好。,2,2,2,2,1,2,2,1
商品非常好，一大一小，口感也很好，东东果园获得的，一直都在玩，儿女非常喜欢吃这一款柚。物流速度非常快。,2,1,2,2,2,2,2,1
这次购物还比较满意，水果很不错，从颜色上色泽上看很好，包装严密挺好，快递员服务态度好，商家还是一个有良心的商家，应该评为京东好店，给商家的服务一个大大的赞，水果吃起来，水还挺多，甘甜可口，值得大家去购买。,2,1,1,2,1,2,1,1
种了一段的元水果，成熟后，花了一分钟，柚子很快收到了，是红心蜜柚，很好吃，非常高兴，又在开始种植了。谢谢商家，谢谢快递员。,1,2,2,2,2,2,1,1
包装完整，不错的水果，自己的劳动成果很是满意,2,2,1,2,1,2,2,1
种树成熟后分钱换购的，皮薄，肉厚，水分大，酸甜口，很好吃。,1,2,2,2,2,2,2,1
东西已经收到，非常不错，还配有操作说明，非常给力。这几天比较忙评价完了，希望店家不要在意。物流也很快，赞一个！,2,2,1,2,2,1,0,2
这两个红心柚子很漂亮，是在京东免费水果里面浇水得来的，只付了元，很划算，柚子很好吃，非常甜，多汁肉美，物流速度也很给力！,1,2,1,2,2,2,2,1
这个柚子不错非常不错非常好！京东购物感受体验非常好非常方便，快递服务也很好，这个柚子吃起来口感也不错五星好评！全给了全部五星好评！全五星好评，五星好评，全部的五星好评！,1,1,2,2,2,2,1,1
水果已经收到了，包装挺结实没有破损，价廉物美，很新鲜，分量也很足，还没有来得及吃呢，吃后再追评，总体挺满意的，以后会经常的惠顾，非常值得推荐和购买！,2,2,1,2,1,2,2,1
好吃。快递迅速！果子好！质量好！卖家服务更好！会继续购买的！,2,2,2,2,1,2,2,1
很好不止买过一次了，很好吃,2,2,2,2,2,2,2,1
京东购物方便，快捷，省时，省力，太方便，太省时了。参加种树种水果活动，很好玩，还实惠。本次兑换选的红心柚子，感觉很不错。,2,2,1,2,2,2,2,1
柚子很好吃，酸酸甜甜的，皮薄水分足。店家还送了剥皮工具。吃完了再来买。,1,2,2,2,2,2,1,1
