评论编号,评论,评分,用户名,用户地址,评论时间
13560446874,"包装完整，目前检查，也没有坏的，都很新鲜，也没有烂的，或者特别软的。
家人很喜欢这种西柚，或者说红心柚。不过我们很少切来吃，觉得那样吃，还要吐皮，很是没有意思。我们常常拿来洗一洗，然后用刀切成两半，再拿去榨汁，这种味道，再配以橙汁，很好喝。",5,土***帅,,2019-12-05 10:05:17
13555737561,多次購買了，老婆說生二胎要多吃，西柚含有豐富的葉酸，多種維生素，果然是葉酸，酸得我不知道怎麼形容了。後來想到用蜂蜜一起，就好多了。京東物流真快，晚上11點多下的單，下午就送到了。京東小哥也非常不錯。一樣5星。,5,y***z,,2019-12-04 00:17:50
13543054232,这还是京东双11买的呢，已经放了半个多月了，今天切开一个水分依然很充足，京东的水果质量一直都很有保证，所以我一直在京东购买水果，而且经常会可以领到那种大额的优惠券，特别的划算，比商店超市里面的都合适，而且京东的物流非常好，送货也很快，所以说真的叫多快好省啊！,5,北***工,,2019-11-30 22:41:18
13532794928,特意买了大中果，对比以后，确实大果大很多。包裹完好无损，果子也被保护的很好，没有磕碰受伤的，用手捏起来，比较软，说明皮不是很厚。京东快递，不得不说，方便快捷又贴心，快递小哥送货上门，态度也很好，值得信赖！,5,绿***2,,2019-11-28 12:28:29
13532780452,果子看起来非常不错，个头均匀，外皮没有磕碰损坏的，用手捏起来也是比较软的，说明皮不是很厚。昨天刚下单购买，今天早上就送到手里了，京东果然是方便快捷又放心。目前还没有品尝味道如何，不过看起来还是蛮诱人的。特意买了大中果，对比一下，果然，大果大很多。,5,绿***2,,2019-11-28 12:24:50
13530686409,很棒很不错👍,5,h***9,,2019-11-27 20:34:36
13526594071,很新鲜的西柚，家里老人小孩都爱吃，这次买了超多水果，半价很划算！水果都很新鲜，我家里的水果都是在京东买的，一个月大量买一次，能保存挺久的！反正算下来比超市便宜很多！而且很方便都会直接送到家门口！真的不要太好用了！,5,珑***安,,2019-11-26 21:10:09
13495945680,一直都在京东上去购买水果，买回来的水果不光个头大，而且非常的新鲜，比在超市购买的水果性价比高出很多，这次买了很多的牛油果和西柚，女人就是要对自己好一点，由内而外的保养才是王道，以后还会在京东上无限次的回购，最近还想在京东上买一些苹果和提子，还有就是京东物流的速度非常快，双11期间也没影响到京东物流的服务，真的非常赞，全家都是京东的铁粉,5,j***O,,2019-11-19 23:21:12
13495392401,京东的物流还是一如既往的快，当天下单当天就到了，买了一箱，一个都没坏，非常新鲜，非常满意，西柚特别好吃，非常甜，有些微苦。西柚对孕妇特别好，低糖。京东的进口西柚皮薄，果肉红红的，非常诱人，家里人都喜欢吃，还会再买的。对京东的生鲜水果非常满意，喜欢。最近买了西柚火龙果猕猴桃都很好。,5,f***2,,2019-11-19 21:15:50
13485621182,优惠价时一口气买了6箱，（6个装的）。之前都是2箱4箱的购买。这南非进囗西柚的品种个大自然成熟，酸甜微苦的味道特别爽口，营养价值又高，家里大人小孩都好喜欢吃。在京东生鲜超市可以尽情的买到纯正可口的新鲜进口水果，真的好享受！现在还剩最后一个西柚才追加好评的。,5,j***c,,2019-11-17 23:28:57
13477232065,西柚个头很大，味道也不错，很棒，京东生鲜水果不错，物流也很快，一如既往支持京东！,5,l***e,,2019-11-16 14:20:02
13458783602,不错不错包装很好单独的小箱子里面每个还有单独的包装，没有一个坏的双十一下单到货速度也还是可以的不过照平时比慢了一点可以接受味道还可以，果肉很红，拳头大小六个分量足足的大小每个都很匀称比水果店的好太多而且京东的质量保证值得信赖,5,z***3,,2019-11-13 14:39:29
13454934351,平均下来一个5块钱左右，真的很划算，超市的话有时候不新鲜，一个还要8块钱,5,零***4,,2019-11-12 22:11:22
13450529489,一直在买这款西柚吃，很喜欢。西柚水份多，肉嫩，微甜，富含VC，是理想的健康水果。西柚适合血糖高人群食用。,5,j***f,,2019-11-12 12:22:56
13434138902,这个西柚也是多次购买了，儿子很喜欢吃，虽然比较酸，还有点西柚特有的涩涩的味道，但还是很好吃。这批很新鲜，皮比较薄，水分很足。大部分比较红，肉也很红，有2个偏黄，也许生点吧。这回京东半价优惠，原以为水果会不够新鲜，结果各种水果都很棒，京东自营的还是很让人放心的。,5,j***x,,2019-11-09 20:42:16
13433913757,一直在京东自营上买东西，就是觉得特别方便，不用自己去超市商场的就能足不出户的收到自己想要的东西，今天下单第二天就能收到，有时赶上做活动，要比超市商场的还划算，家里的米面油等生活用品，宝宝的纸尿裤衣服等用的东西，基本都在京东买，这个小柚子特别好，很甜，给爷爷奶奶买的，他们第一次吃到，很开心,5,好***-,,2019-11-09 19:57:14
13407854408,这款南非红西柚果真好吃😋，皮薄肉厚，酸甜汁多，鲜嫩爽口，可以说是色香味俱佳，是西柚中的佼佼者！第一次买他家的柚子，感觉确实很棒！包装很到位，果子大小适中，漂漂亮亮，很讨人喜欢💕！送人自家吃都很适宜！还会回购的！这个季节，容易上火咳嗽，吃些柚子，很适宜！,5,j***l,,2019-11-04 14:17:54
13382811280,西柚很新鲜，很甜，富含VC，多次购买了，非常喜欢吃。,5,j***f,,2019-10-29 17:48:34
13359529142,果品质非常好👍个头差不多都一样大，果肉新鲜口感好，买来烤果干用，泡出的果茶一定非常好喝👍👍👍👍👍👍,5,0***i,,2019-10-23 09:25:24
13340061674,朋友推荐的，觉得这个西柚不错，让我试试，我想着我现在备孕，需要多多补充维生素，我觉得挺好的，就买来试试，前一天下的订单，第二天一大早就到了，直接送货上门，服务特别的好，因为太重，快递员小哥哥征求我同意后把东西帮我放到了桌子上，真的很贴心，每喝西柚都是用纸盒包装着，非常好，拿出来后，每一个的个头都挺大的，试吃了一个，水分也很充足，值得入手哦😊,5,J***0,,2019-10-17 20:56:08
13315795727,"很喜欢西柚的味道，买饮料也喜欢西柚味的，趁优惠活动买了点尝尝，也是为了凑齐299买了不少水果。
配送速度很快，昨天下单今天中午就到了。
一共六个果子，卖相很不错，很饱满。打开一个尝了尝，味甜微苦（像药的说明😂）还有一点点酸，整体很不错。",5,夜***城,,2019-10-11 13:31:12
13311782979,我能说超级好吃么。西柚刮肠油，减脂瘦身。这个刚保温箱拿出来的，吃起来冰冰的，效果賊好。很甜很冰微苦。绝对适合健身的人群。配送速度很快。而且整体的活动很给力这是关键。超市买六颗我估摸着五六十吧。而且还不给你送。还没有满减。,5,L***I,,2019-10-10 12:07:21
13300105894,这次一次性买了130元，非常满意，此次购买的西柚比想象中大，新鲜，水份充足，比预期的好，甜甜的，酸爽无比，好吃不贵，京东快递是快递中东风**，贴心提醒放冰箱冷藏，谢谢你快递哥，你们的服务态度真的很好👍。,5,深***狼,,2019-10-07 06:10:35
13300105155,这次一次性买了130元，非常满意，此次购买的西柚比想象中大，新鲜，水份充足，比预期的好，甜甜的，酸爽无比，好吃不贵，京东快递是快递中东风**，贴心提醒放冰箱冷藏，谢谢你快递哥，你们的服务态度真的很好👍。,5,深***狼,,2019-10-07 06:06:36
13291385575,第一次吃西柚，好小，比橙子大一点，水分很多，酸酸甜甜的很好吃。都很新鲜，还会光顾的。,5,C***_,,2019-10-04 11:43:43
13287347217,送货及时快捷，包装完美妥帖，水果质量很好，是一次满意的购物！,5,j***w,,2019-10-02 22:41:45
13278221496,之前在他们家买过几次，每次都很好，这次又买了四个，真的很大个，这款柚子，页面显示产自南非，为红心西柚，其果肉柔嫩，多汁爽口，略有香气，味偏酸、带苦味及麻舌味。柚子富含维生素C、P、膳食纤维等，健康美味，老少皆宜。习惯西柚的你不容错过。,5,舍***9,,2019-09-29 20:52:34
13277785320,以前在水果超市买过进口西柚，但是没有对比就没有伤害啊，经过这次在京东自营生鲜买完后，对进口西柚有种新的认识，味道鲜美。很好的购物体验，京东生鲜，值得信赖！比超市那种好吃不是一点点，这种水果的味道不同于其他的水果。棒棒哒！,5,g***2,,2019-09-29 18:33:23
13267423213,哇，太神速了，昨晚上下单，今天就到货，果子新鲜，口感好，下次还会购买。,5,二***2,,2019-09-26 18:41:23
13258499515,西柚是我很喜欢的水果，不错👍,5,y***了,,2019-09-24 10:59:15
13253201496,水分足，味酸甜略带苦，饭后一粒特别解腻，爱得深沉。,5,当***实,,2019-09-22 20:58:59
13249577342,果肉水分很足。吃了两个，一个果肉颜色很红，这个颜色很粉。,5,德***志,,2019-09-21 20:31:50
13235799440,非常新鲜的西柚，汁水丰富，酸酸甜甜口感适中，也含有丰富得维生素c，对身体健康有好处，并且非常的润肠通便，原来有便秘的，吃了这个觉得对肠胃非常好，价格也适中，京东快递还是一如既往的给力，方便快捷，快递小哥态度也很好，继续支持京东！,5,A***O,,2019-09-17 20:52:36
13226101009,看着不错，一盒六个装的，中等大小，还没吃，不知道什么味道，物流特别快哦,5,u***6,,2019-09-15 10:55:46
13222185243,昨天上午收到六个，小孩她们很喜欢吃的，过两天再去买，亲们有喜欢吃的，放心去买吧！,5,j***s,,2019-09-14 09:12:19
13215798373,不错，物美价廉，没有坏的，孩子非常爱吃。,5,y***x,,2019-09-12 08:59:00
13210673750,非常新鲜的西柚，汁水丰富饱满，甜度也挺甜的，不会特别酸，色泽也很好看，吃完后会觉得肠胃很舒服，润肠通便，美容养颜，并且维生素c含量也很高，对身体健康有很大好处的，京东快递还是一如既往的给力，非常快捷方便，京东快递小哥态度也很好，总之继续支持京东！,5,A***O,,2019-09-10 19:18:51
13210517748,一直在这买水果，好吃。  物流很也快，点赞.包装很好。多少年了一直买京东，服务满分，售后也满分，物流满分。特别说一下物流速度真的很快，上午买下午送到，有问题也及时解决，问我为什么喜欢在京东买东西，因为送货速度快，售后好，然后是包装令人满意，完了纸盒纸箱还可以再利用，重点是产品真的非常好，每次打开包装都好，没有一次失望过，每次评价都是全五分。无论是服务还是产品本身都满意。,5,p***w,,2019-09-10 18:33:24
13208956012,南非西柚又叫南非的葡萄，有个大饱满果批，果皮呈淡黄色，果肉颜色鲜红，味道甘甜，略带酸味，后味有一点苦，但口感很独特，果粒饱满，汁多，买酸甜好滋味哦之前看到超市有卖，但很贵，舍不得买这次京东的购物节，5折，特意买来尝尝鲜味道还不错，感谢京东的快递生鲜，配送非常给力,5,n***c,,2019-09-10 11:35:51
13207163690,西柚特别好吃，买了N次了，对血脂、糖尿病都有好处。,5,j***s,,2019-09-09 20:37:19
13205614073,本人特别喜欢吃西柚，苦中带酸，有丝丝甜味。这个分装的西柚一个250克左右，比较成熟新鲜水分很足，价格和水果店差不多，懒得出去买，推荐,5,当***实,,2019-09-09 13:42:31
13199936385,买了好多，很便宜，很好吃，好评,5,牵***街,,2019-09-07 21:04:56
13198180052,赶上搞活动买了很多。进口西柚的味道很纯正，点赞。,5,u***v,,2019-09-07 12:26:14
13197231011,特别新鲜的水果啊！一天吃一个，已经成习惯啦！多吃水果皮肤好，推荐大家购买！,5,j***y,,2019-09-07 07:13:04
13193391356,西柚特别好吃，京东的水果吃着放心，大人小孩都爱吃,5,j***s,,2019-09-05 22:19:32
13189851621,超级大的西柚，又大又新鲜，放在一个透明盒子里面拿来的，有点微微的水汽，看这个样子是从冷库里面拿出来的，颜色好看，很新鲜的样子，保存的很好。准备每天一个，据说西柚营养非常好，每天一颗补充充分的营养，保证身体健康。京东自营的水果真的很棒，品质，送货都是棒棒哒。,5,w***i,,2019-09-04 22:12:44
13185771079,非常满意！比想象中的好很大，个大汁多。物流也很快！,5,启***9,,2019-09-03 19:37:44
13185722429,非常好，很满意，水果成色很好，性价比高，拿到手的时候还很新鲜。,5,下***3,,2019-09-03 19:23:18
13181696739,很可口美味营养丰富，很喜欢这个，味道很不错哦，而且还是对身体健康不错,5,y***r,,2019-09-02 17:11:15
13176507179,用优惠券买的，一下子买了好多种水果，够吃一段时间的了冰箱都塞得满满的。快递小哥非常认真负责，给我一箱一箱划开检查，还帮我搬到车里。这个西柚也很好，挺大个的，很新鲜，水分也很足，红红的，色泽很诱人，吃起来微微有点苦味，是应该吃点苦味的东西了。,5,j***阳,,2019-09-01 09:49:59
13167488158,买了一堆水果🍊🥭，都非常新鲜，质量很好京东生鲜商品配送服务一流，过去如此，今天如此，相信以后也是如此。,5,j***a,,2019-08-29 14:37:39
13165776025,送货很快，价格也很实惠，很不错的购物体验。,5,智***帅,,2019-08-28 23:23:40
13164698308,"物美价廉物流迅速京东商城加油
一如既往的好。新鲜，好吃，个头大，好评",5,b***g,,2019-08-28 17:38:14
13162412162,西柚香味浓郁，味道酸酸的又有些苦味儿，吃起来很过瘾，我家小孩儿和他爸爸比较爱吃。,5,u***g,,2019-08-27 23:52:24
13162334424,京东自营多快好省非常感谢京东商城优质产品和服务水果新鲜虽然还没有吃但信任京东一直以来快速及时的送货速度以及完好的售后服务体系作为回购水果 小朋友比较喜欢食用 快递小哥在送货之前都会打电话确认保证生鲜能够及时妥当的送到顾客家里,5,0***y,,2019-08-27 23:12:01
13160096963,京东物流真不错，很快到货，而且能指定哪天到，西柚第一次买，不知道酸不酸，衬有特价买来试试,5,f***i,,2019-08-27 12:15:48
13157091613,西柚的个头儿挺大的，颜色不错，水分还不错。送到的时候还是凉凉的，是冷链物流，这个很好。快递小哥也是很不错，细心小心，轻拿轻放，包装也很好。几次买下来，西柚的整体质量都不错。味道是酸甜味，果肉颜色也是挺红的，有一点苦味。榨汁和拌在酸奶中吃都不错。,5,S***友,,2019-08-26 14:36:56
13154805874,物美价廉物流迅速京东商城加油，好吃，甜甜酸酸的，个头也大。,5,b***g,,2019-08-25 20:29:55
13148490309,回购的南非西柚，第一次买的时候小朋友特别喜欢吃，其实味道酸酸的，但是口味就是这么特别，果肉很嫩很多汁，每次剥完看不见影的吃完了，酸酸的就让人感觉维生素含量很高，榨汁汁水也非常多，看着这胖胖的身体就喜欢，买了两次都没有坏果，品质非常棒，关键娃娃爱吃就是值得的，每天饭后分着吃一个，感觉满满的能量特别健康的感觉，特别棒！点赞！,5,C***羽,,2019-08-23 21:07:28
13123471704,第二次买了，妈妈很喜欢吃，根本停不下来。京东物流速度，值得入手，喜欢的可以趁打折下单。,5,j***w,,2019-08-16 14:33:02
13123466785,西柚不错，很好吃，口感不错，物流很快，送货师傅很及时，赞。京东购物总体来说还是有保障。,5,j***w,,2019-08-16 14:31:38
13122697276,"很好啊，很喜欢，肯定好吃
。",5,哈***斯,,2019-08-16 10:49:54
13117091100,差评，到货包装散了，发现直观坏的三个，再打开剩下的发现都是冻伤。从里面坏了，昨天秒杀的，包装一样，质量特别好，今天追加的，从质量到品种感觉不是一个东西。很是费解。不过客服和售后服务很好，估计是流程，或者经手人细节上，对接出现失误，总体服务态度满意，解决速度快。希望下次再买，还是像昨天的一样，各个新鲜，饱满，口感俱佳吧。最后一张是昨天买的一批，各个好，堪称完美。,5,夕***晕,,2019-08-14 15:55:43
13116712994,非常完美的一次购物,5,j***n,,2019-08-14 14:06:51
13105052909,很新鲜的，买了好多吃的，啥也不说了，一句话京东自营购物放心，快递小哥非常给力！,5,j***8,,2019-08-10 22:52:06
13099672707,水果还是京东生鲜自营的放心 买了两份 每一份都是独立包装的 很好 然后也都很新鲜 从怀孕就一直在吃西柚 产后减肥也在吃西柚 不仅补充了维生素C还有叶酸 主要是热量低 酸酸甜甜的味道不错 总之每天一个西柚 健康生活,5,苑***团,,2019-08-09 11:15:34
13099663773,水果还是京东生鲜自营的放心 首先包装很好 一份六个买了两份 都是独立包装 另外很新鲜 产后减肥 每天一个西柚不仅补充了维生素C 叶酸 热量也低 而且吃起来酸酸甜甜的味道不错 从怀孕就一直在吃西柚 哈哈 一天一个健康生活,5,苑***团,,2019-08-09 11:13:18
13097543374,这几天一口气买了很多生鲜，给家人给自己，各种水果酸奶都很新鲜，个头不错，吃了一个，好吃! 京东自营值得信赖哈哈，京东自营值得购买，京东快递小哥服务态度很好呀！,5,s***y,,2019-08-08 17:04:15
13095200238,个头挺大的，一人一次吃一个有点多了，比水果店便宜多了，很实惠。也很满意。个头挺大的，一人一次吃一个有点多了，比水果店便宜多了，很实惠。也很满意。个头挺大的，一人一次吃一个有点多了，比水果店便宜多了，很实惠。也很满意,5,j***c,,2019-08-07 22:47:07
13090553624,又买了好多样，看这款是进口了，买来尝尝，看着喜人，在外面闻着很香，剥开颜色很鲜艳，味道酸酸的，我们家小朋友喜欢酸口很爱吃，我吃了四分之一就酸的受不了，吃到最后舌头有点苦麻，京东小哥态度好速度快，大热天的连口水都来不及喝，点赞，忠实东粉，会继续关注！！！,5,a***8,,2019-08-06 16:14:57
13090147556,京东生鲜超赞，盒子是京东小哥从一个装满冰包的大箱子里拿出来的。一开盒子西柚特有的香气飘满了屋子。西柚个头匀称，皮很薄，汁水饱满，酸香带着微微的清甜，吃一个神清气爽，心情愉快，一下觉得元气满满。还拿奶啤做了个＂满杯西柚＂，生活真美好！,5,E***8,,2019-08-06 14:25:34
13082734015,一次性购买了西柚、黄瓜、梨、百香果、西瓜以及最最喜欢的石榴（3箱），水果非常好，除了一个西瓜因为没有气垫导致运输途中裂了外，其他的都非常好，裂的西瓜，京东生鲜立即做了赔付，效率非常高，服务也非常好。每个周末都要从京东选购很多食品，装满冰箱才是开心的。大热天，京东物流小哥辛苦了！,5,y***2,,2019-08-04 11:52:02
13080590594,京东物流一流服务，发货速度很快，已经收到了。水果非常新鲜，水分充足味道不错！好食品好商家好服务，下次一定会光顾的。,5,如***东,,2019-08-03 17:04:52
13075270373,京东生鲜确实好，发货快，物流配送给力，隔日达，实物与图片相符，非常好吃，五星好评！非常满意的一次购物,5,j***h,,2019-08-01 23:30:16
13072520975,南非柚子很好吃，感觉还不错哦,5,凯***3,,2019-08-01 09:21:32
13071746443,南非进口红西柚，红心柚，水果，新鲜。刚到货的时候，还是冰的，是经过非常好的运输，还有冷藏，才到的家。这个保险的功夫做得很好，而且每一个柚子个头差不多大。柚子色泽黄色带点红，看起来非常的诱人，还没有吃，准备先拿去敬神，之后就可以吃了。希望这个京东自营的佳沃水果能越做越好，我会常来购买的！,5,j***2,,2019-07-31 21:55:45
13067193371,第二次在京东自营购买水果，除了价格稍微贵点，简直不要太满意啊！1.水果非常新鲜，送过来都是冰的，比线下直接购买的还要好。2.服务非常好，第一次购买的绿宝其中一个摔裂了，提交售后很快就有客服联系我，安排给我退损坏的费用，还非常暖心的询问其它水果有没坏。3.水果好吃，哈哈这也很重要，省去了自己不会挑的问题！总之还会继续选择！,5,R***u,,2019-07-30 15:19:06
13066802505,西柚，个很大，特别新鲜，包装的很好，口感酸酸的，一咬，满嘴充满了微C，每天一个好胃口,5,j***6,,2019-07-30 13:27:08
13055714396,很好，便宜，送货快。第N次购买了。,5,r***u,,2019-07-27 08:02:26
13047635340,上次买了送人了，这次自己吃。个头很大，汁多，清甜。,5,m***h,,2019-07-24 17:51:54
13039711921,西柚真的超级好吃！收到四个都很大，新鲜汁多，吃完以后满手的果香，果肉淡淡的苦味，甜甜的，孩子很爱吃！一个都没吃够！京东的服务也是棒棒的，收到没有坏果，速度很快，那么偏远隔天就收到了！活动价格也很不错，物美价廉！,5,光***殿,,2019-07-22 13:30:45
13011824385,汁水超级多 淡淡苦味 刚从冰箱拿出来 凉凉的 超级好吃 喜欢 等摩飞杯到了打果汁喝,5,j***C,,2019-07-14 10:53:51
13004053984,帮同事买的 很喜欢,5,w***5,,2019-07-11 22:11:26
12991285454,四个大西柚，送来时特别好！剥开后，颜色特别红！不苦微微带着酸，酸酸甜甜就是它～水分也特别多！超级好吃，瘦腿神器呀！还会再买的！,5,坨***坨,,2019-07-08 12:00:44
12989323581,头天晚上下单，第二天一早就送过来了，大热天的，非常崇敬京东快递小哥的责任心和良好的服务态度，果品包装非常完好，包装盒没有任何破损。果品外形硕大，果肉呈鲜红色，水分非常足，口感微酸有回甘，值得推荐给大家品尝，送礼是不错的选择，下次一定还会继续购买此家的果品！,5,j***6,,2019-07-07 19:31:11
12969938931,东西不错，性价比高，包装严实，到货快，好评呦～自从用了京东，孩子的很多东西都在京东上购买，奶瓶奶嘴尿不湿，就是相信它卖的是正品！后来渐渐的开始购买生活用品以及生鲜，遇上活动打折，真的挺便宜的！而且它发货迅速，包装也特别的专业！即使遇上商品破损，它的售后也很贴心，传图片给客服后，网上申请售后，京东快递员亲自送新的来跟你调换！希望京东秉承这样的理念继续做下去！,5,黛***3,,2019-07-02 06:16:54
12969587728,很好，买过许多次了。价格便宜，送货快。,5,r***u,,2019-07-01 22:42:40
12963708011,还不错，赶上京东活动很划算！,5,j***5,,2019-06-30 12:43:32
12961544807,还没吃，看着真不错，也很有食欲，个头挺大的物流速度挺快的,5,瀏***纞,,2019-06-29 19:14:40
12959366045,哇咔咔.....第一次网购西柚，比超市的好的不是一点点，好太多了，又大又新鲜，好棒棒，还没吃，据说可以补充叶酸，一个坏果都没有，个个又大又漂亮，,5,j***u,,2019-06-29 09:39:06
12958585712,六一八买的真的很优惠，不错不错,5,j***i,,2019-06-28 22:41:29
12952216926,南非西柚红心柚个头超级大 整个手掌都填满了！红心柚新鲜得很 切开一个 色泽鲜亮 紫红的果肉细嫩剔透 果汁鲜甜酸爽微带清苦回甘 真正的好西柚 清新爽口是夏天必备凉果！在京东超市购买活动力度，大价格实惠，服务好方便快捷。！,5,j***z,,2019-06-27 10:32:30
12948825454,一到货，我迫不及待打开箱子，拿工具解剖西柚，哇，看到红红火火的西柚，一口一个赞，很好吃，嘻嘻！买了四个，我自己就已经吃了一个，实在太好吃了。,5,x***4,,2019-06-26 12:59:45
19853488455,外形和重量都可以，也很新鲜，就是吃起来又酸又苦，不知道放几天会不会好一点,3,静***落,江西,2023-09-28 11:17:53
12945010070,大西柚4个真的是超级好，不过有的甜有的酸，这个就不好说了，很新鲜的水果，绝对超值,5,小***h,,2019-06-25 14:54:50
12939834099,西柚很大个，没有坏果，减肥好水果，味道不错有丝丝苦，京东搞活动买了不少水果。,5,小***品,,2019-06-24 13:20:32
12936070402,京东生鲜6.18搞活动买的，西柚看起来挺大个的，价格很便宜，不知道吃起来怎么样，先给好评！,5,A***o,,2019-06-23 17:29:36
12931417106,收到包装完成，而且有外保护塑料。容易打开来吃，吃起来酸酸甜甜刚刚好，很好。,5,j***j,,2019-06-22 18:10:45
12927962453,京东物流真的超级快，每次对配送员服务举双手赞，水果非常新鲜，包装非常好，赞赞赞,5,j***k,,2019-06-22 00:51:31
12923453773,一共是四个，我吃了一个口感很不错，我家的宝宝特别喜欢吃，一会功夫半个全部被他解决了，宝宝才一岁半，她特别喜欢这个红心柚。,5,姣***嫩,,2019-06-21 10:12:44
12914497266,618囤货，好久没买柚子了，因为618终于实现了柚子自由，生活艰辛啊，都不容易，感谢快递小哥，也不容易啊这么多货都给送到电梯间了，送货很快！,5,j***1,,2019-06-19 18:57:09
12913561505,很不错，新鲜又大个，期待一会泡水喝的。,5,微***1,,2019-06-19 16:16:27
12909044674,非常新鲜，水分十足，吃了这么久水果，这个算是很新鲜的了👍👍,5,西***东,,2019-06-18 21:20:54
12908816173,西柚个头很大，也很新鲜。用来榨西柚汁喝又便宜又可以补充维生素。京东生鲜送货服务还是不错的，收到时还保持着冷藏状态。,5,樱***爱,,2019-06-18 20:47:36
12906405591,满减活动很给力，老婆娃都喜欢，下次认定京东生鲜了。,5,大***工,,2019-06-18 14:06:27
12904190603,目前在怀孕中。对，西柚特别喜欢酸酸甜甜的。经过比较京东的是最新鲜好吃的。希望经常有活动，因为隔几天要买一次,5,t***a,,2019-06-18 08:07:47
12859044802,这西柚很大很大很不错。口味也好很新鲜。送货也很好，快递不错。购物非常满意。,5,k***k,,2019-06-07 23:19:44
12856170287,就喜欢在京东上去买东西了，送货又快又新鲜，还物美价廉，省的我去超市自己拎回家了，以后就在京东超市买东西了，超赞,5,u***z,,2019-06-07 09:42:44
12845972400,西柚水分很多，小朋友也很爱，还是很新鲜的，个头也大，很好的，会持续回购,5,宠***恋,,2019-06-04 20:25:38
12834357333,西柚非常好，够大个，京东购买方便，,5,j***d,,2019-06-02 15:12:55
12834231121,收到货就迫不及待开了一个尝试一下，根据个人口感要是甜甜的就更完美了，个子挺大的，跟图片一模一样，水分充足，果肉红红的，喜欢。真有这么红现实也，很好！,5,亲***8,,2019-06-02 14:47:00
12832574826,西柚表面上看非常漂亮 内里皮特厚 干涩酸苦 典型的金玉其外 败絮其中,5,木***2,,2019-06-02 09:14:53
12802123902,买了好多，超级喜欢，以后还会继续买。。。,5,j***1,,2019-05-25 11:27:36
12432909402,商品不错，客服态度好，主动热情，非常负责任的，快递小哥很棒，下次再买,5,呆***了,,2019-02-02 12:16:22
12416617734,物流快，邻近春节物流也没有当误时间，很好，京东物流还是一如既往的优秀！,5,j***e,,2019-01-27 15:39:14
12416616713,物流快，邻近春节物流也没有当误时间，很好，京东物流还是一如既往的优秀！,5,j***e,,2019-01-27 15:38:53
12334480883,第一在京东自营买水果，平时都很贵，趁着双十一199减100的活动买了起来，106元买了爱媛橙和苹果和西柚各一箱，火龙果三箱，第一次吃大凉山的苹果很好吃，还会回购，火龙果也很新鲜，爱媛橙很不好，不像是真的爱媛橙，西柚也不好吃，找客服，客服给了京豆，也算是个安慰，京东对顾客的态度真的很好👍，以后还会尝试再买点水果的。,5,j***4,,2019-01-03 21:44:05
12315612700,有点酸，下火专用，到货快，不愧是京东物流的速度，每次都给我惊喜，下次还来,5,j***m,,2018-12-29 13:11:33
12314974277,质量很好，快递给力，包装完好，味道不错，支持京东，满意，全五星。,5,小***L,,2018-12-29 10:13:06
12312573092,一共买了5种 头一天下单 第二天中午就到货了 包装很严实  快递小哥很给力 一下就都搬上楼 水果都很新鲜 好吃好吃,5,j***3,,2018-12-28 14:57:29
12305068428,第一次在京东生鲜购物，正好赶上快春节，采购速度很快了，到货也快，而且看到快递员的装备也很专业，水果的味道非常不错，很新鲜，家里人都觉得不错，以后会继续在京东生鲜上购物,5,落***湘,,2018-12-26 13:41:50
12294250755,送货快，包装很好，西柚子味道很好。,5,j***2,,2018-12-23 15:00:12
12277460697,这次买的非常好，发货也很快,5,j***7,,2018-12-18 23:16:32
12260752492,物美价廉，果够大，柚子味很香。,5,j***0,,2018-12-14 23:57:22
12230148440,之前一直在**那边买，29.9元10个的，这次双11在京东199-100折上用券凑单买了12个，还是很划算的，果都是好果，酸涩度正好，直接吃爽口，也可以打果汁,5,赫***房,,2018-12-07 14:42:39
12229962750,我可爱的西柚，果肉粉红，汁多多的，味道微酸带点微苦，个人觉得蛮好吃的，西柚很硬实，很新鲜，外果皮挺薄的，肉瓣间的皮更薄。,5,西***兰,,2018-12-07 13:49:51
12196292485,真是实惠，3元一个。虽说是mini但是个头都很大，比我的拳头都大！很新鲜，味道酸甜适中略带淡淡的苦味，最适合糖尿病人吃。太棒了👏继续购买！京东的包装和运输速度都超级赞赞，怏递小哥还上楼送货到家！太谢谢了🙏,5,j***3,,2018-11-28 12:40:50
12189045393,超级好吃，双十一满199减100，可是快递就没那么快收到，推迟几天才拿到手，怕不新鲜签收时候多余了，水果很新鲜，物美价廉👍苹果个头不大,5,j***y,,2018-11-26 15:17:25
12185984189,在京东上买了一大堆的水果，包装都很好，送货也快。这个柚子水水的，水分很饱，肉质很细嫩。有轻微的苦味，柚子皮非常的香，很大个很好吃。,5,雷***爹,,2018-11-25 19:56:10
12180432078,西柚很大，新鲜爽口，喜欢！,5,r***0,,2018-11-24 12:17:19
12175585840,一直在京东购买生鲜和水果，有活动很划算，物流也很方便，省去了去超市选购的时间，非常不错,5,c***r,,2018-11-23 08:38:44
12153396605,这次买的西柚非常好，皮薄，汁水多，送货也很及时，冬天要多补水，好开工。,5,m***l,,2018-11-18 11:49:34
12150371379,京东水果超市自营，买的西柚，家里人都很满意。京东物流，还是比较满意，快递师傅服务非常热情！,5,月***听,,2018-11-17 18:39:11
12150020630,物流很快，超级好，第一次买水果，没让我失望，吃完再买，快递小哥还给免费送到楼上，棒棒的,5,糖***9,,2018-11-17 17:28:00
