评论,品质,味道,价格,分量,外观,物流,客服,粗粒度
下 单 后 很快 就 发货 了 ， 京东 物流 是 真 不错 ， 喜欢 吃 ， 多 买 一 点 ， 总共 个 ， 小 是 小 了 点 ， 果子 清鲜 ， 打开 尝 了 一个 ， 水份 很 充足 ， 口感 不错,2,1,2,0,2,2,2,1
一 盒 四 个 一 周 吃 四 个 轻轻松松 个 大 饱满 水分 充足 保质期 新鲜 当天 清晨 下单 下午 就 送达 已经 回购 好几 次 了 价格 合适 一直 购买,1,1,1,1,2,2,1,2
味道 不错 ， 就是 吃 完 后 嘴巴 里面 有 点 苦 味道 ， 听说 孕妇 吃 很 好 就 买 了 ， 送货 速度 也 很 快 ， 有 四 个 可以 吃 一 段 时间 了 ， 水果 也 是 挺 新鲜 的 。 会 再次 回购 的 ！,1,1,2,2,2,1,1,2
西柚 收到 几 天 了 ， 有 一个 外表 有点点 不 好看 ， 看似 不 新鲜 ， 但 不 影响 口感 ， 味道 有 酸酸甜甜 ， 口感 挺 好 。 值得 分享 的 是 ： 京东生 鲜真 是 快 ， 上午 下单 ， 下午 就 到货 了 。,0,1,1,2,2,1,1,1
京鲜生 南非 进口 红心西柚 红心柚 粒 单果 g 起 新鲜 水果 与 描述 相符 ， 水 份 足 ， 就 是 有 点 酸 ， 实 得 称道 的 是 京东 快递 能 直接 送货上门 。,1,0,2,1,2,1,2,1
尝 过 了 如果 好 会 再 来 追加 评价 的 ， 经常 在 京东 上 买 东西 没有 踩 过 坑 希望 这 次 也 不要 让 我 失望 ， 一如既往 的 支持 京东 多快好省 ， 赞,1,1,2,2,2,2,2,2
这 次 的 感觉 比 上次 冷链 发 过来 的 要 好吃 ， 大 厚皮 里面 果肉 颗粒 饱满 ， 不 像 上次 蔫 不 叮当 的 ， 不过 还 是 一样 的 酸 ， 能 接受 酸味 感觉 挺 好吃 的 ！,2,0,2,1,2,2,2,1
纸箱 包装 规整 无损 ， 里面 粒 粒 个头 挺 大 ， 个个 外表 果皮 新鲜 ， 果肉 颜色 鲜红 艳丽 ， 吃 进 嘴里 口感 不错 ， 酸酸甜甜 就是 我们 ， 欢迎 下次 再 来 光临 ！,2,1,2,1,1,2,2,2
这 款 西柚 个头 挺 大 的 ， 酸度 也 可以 。 味道 有 一点点 微苦 ， 是 正常 的 西柚 味道 。 冷链 发货 ， 新鲜度 还 算 可以 ， 可能 在 进口 运输 过程 花 了 比较 久 ， 果蒂 还是 比较 干 的 那种 。 整体 性价比 挺 不错 ， 比 线 下 便宜 。,2,1,1,1,0,0,2,1
酸度 大于 甜度 ， 水分 倒是 挺 多 的 。,2,1,2,2,2,2,2,0
这个 柚子 我 个人 吃 都 不 吃不惯 ， 味道 比较 酸 ， 大人 吃 还 好 ， 小孩 吃 根本 受不了 ， 但 过 质量 还 不错 的 ， 没有 坏 的 ， 到家 之后 放 了 几 天 都 没有 坏,1,0,1,2,1,1,2,1
一直 在 京东 买 南非 进口 的 这种 橙子 ， 味道 比较 苦 ， 可能 去 火 比较 好 嗯 ， 虽然 说 是 这种 比较 小 的 家庭 装 用 来 榨汁 的 ， 但是 吃 单个 吃起来 也 是 很 不错,1,1,1,0,1,1,2,1
一直 都 在 京东 买 血橙 ， 虽然 不 是 这种 大 的 ， 是 这种 小个 的 挑 出来 用 来 榨汁 的 果 ， 但是 质量 还是 挺 不错 的 ， 味道 确实 特别 正 ， 吃 一 段 时间 再 来 评价,2,2,2,1,1,2,2,2
西柚 实体 店 不 太 好 买 又 贵 ， 正好 有 活动 就 和 其他 水果 一起 凑单 买 了 ， 一 箱 个 ， 可以 放久点 不怕 坏 ， 榨汁 补充维 c ， 京东 物流 送货上门 也 方便 。,0,0,0,2,2,1,2,1
南非 进口 的 红心柚 ， 味道 非常 酸 ， 很多 人 可能 不 太 喜欢 吃 ， 觉得 没有 国产 的 橙子 好吃 ， 但 我 觉得 这种 味道 还是 可以 接受 的 ， 价格 也 不 贵 ， 水分 也 还 充足,1,0,1,2,2,1,2,1
一下子 在 京东 买 了 很多 水果 ， 主要 品质 有 保证 ， 这个 包装 是 真 的 给力 ， 水果 饱满 粒 大 ， 口感 可以 。 值得 选购 。 颜色 鲜艳 ， 营养 丰富 ， 适合 各种 体质 的 人士 。,1,1,1,1,1,1,2,2
京鲜生 南非 进口 红心西柚 酸甜 可口 ， 放 冰箱 里 冰 一下 吃 口感 更 好 ， 买 日用品 食品 水果 肉品 奶制品 基本 都 在 京东 购买 ， 发货 速度 快 ， 品质 好 ， 售 后 还有 保证 。,1,1,2,2,2,1,2,2
重庆仓 的 西柚 还 可以 的 ， 单 颗 重量 在 上下 ， 皮略 厚 ， 比较 新鲜 ， 果味 浓 ， 很 酸 ， 我 比较 能 吃 酸 的 ， 都 觉得 空口 直接 吃 有 点 费牙齿 ， 没有 山姆 的 水 和 苦 ， 但是 确实 酸 ， 总体 还是 很 推荐 ， 因为 我 喜欢 吃 酸甜味 的 ， 也 喜欢 吃 西柚 ， 准备 回购,1,0,2,2,2,1,1,1
老家 超市 里 卖 的 西柚 都 不 太 新鲜 ， 抱 着 试试 看 的 态度 在 京东 买 了 一 次 ， 总体 来说 是 比较 不错 的 ， 品质 比较 好 ， 也 比较 新鲜 ， 果肉 也 比较 饱满 ， 是 一 次 不错 的 购物 体验 。,1,2,2,2,2,2,1,2
水果 值得 推荐 ， 到货 的 果子 大部分 都 很 好 ， 皮薄 水 多 ， 酸甜可口 ， 就 是 有 一 两 个 坏果 ， 联系 客服 后 很快 做 了 适当 的 赔偿 ， 还是 比较 满意 的 ， 但是 果子 包装 相对 比较 简陋 ， 箱子 有 少少 湿 了 ， 希望 以后 能 改进 。,1,1,2,2,1,2,1,2
个头 挺 大 的 ， 冷库 发货 ， 拿 到 手 冰 凉凉 的 还 带 着 冷凝 水 ， 非常 新鲜 。 刚 吃 了 个 有点 酸 有 点 苦 ， 打算 后面 放 冰箱 先 ， 等 买 了 橙子 、 葡萄 等 甜味 水果 ， 一起 做 水果汁 。,1,1,2,1,2,1,2,2
东西 味道 还是 不错 的 ， 已经 买 了 好几 次 了 ， 相比 水果 店 里 的 ， 要 便宜 点 ， 而且 很 新鲜 ， 个头 也 挺 大 的 ， 味道 一点点 的 苦 ， 正好 ， 下次 还 会 回购 。,1,1,1,1,2,2,1,2
红心柚 外表 很 靓 ， 果子 个 头圆润 ， 很 新鲜 。 皮薄 肉 厚 ， 口感 偏 酸微苦 ， 气味 清新 ， 不 适合 直接 剥 着 吃 ， 适合 泡水榨 果汁 泡 蜂蜜 喝 ， 补充 vc 。,1,0,2,2,1,2,2,1
没 想到 水果 送 的 也 这么 快 ！ 很 好 ！ 这个 柚子 不错 ， 有 点儿 酸 、 有 点儿 苦 、 还有 点儿 甜 ！ 适合 血糖 高 的 人 吃 ！ 价钱 也 不 贵 。 以后 还 会 买 的 。,1,1,1,2,2,1,2,2
柚子 不错 ， 大小 均匀 ， 口感 好 ， 水分 足 。 会 回购 ！ 京东 速度 快 ， 当天 上午 前 下 单 当天 就 收到 了 。 到货 的 包装 完好 ， 店家 的 服务 好 ！ 会 回购 ！,1,1,2,1,1,1,1,2
送货 快 ， 次日 达 ， 包装 严实 ， 送 到 手上 果子 没有 一个 压 坏 的 。西柚 个 头 均 匀挺 大 一个 的 ， 酸酸的 ， 是 西柚 的 味道 ！,0,2,2,1,1,1,2,1
赶上 做 活动 性价比 还是 可以 的 ， 柚子 不 发 ， 成人 手掌 那么 大 吧 ， 没有 坏果 ， 包装 的 很 严实 ， 不怕 磕碰 。 味道 中规中矩 ， 主要 是 去 火 的 吃 的,1,1,1,1,1,1,2,2
本地 柚子 ， 果肉 较 硬 ， 适合 直接 剥皮 吃 。 西柚 果肉 较 软 ， 皮儿 好 剥 ， 榨汁 比较 好吃 ， 西柚 含有 丰富 的 vc ， 可以 补充 人体 所 需 的 营养 。 这次 买 的 西柚 新鲜 好吃,1,1,2,2,2,1,2,2
京东 自营 水果区 的 西柚 长期 拥有 ， 但 每次 的 品质 略 有 差异 ， 总体 来说 ， 都 比较 新鲜 ， 开箱 还是 冻 的 。 就是 有时 买 到 的 皮会 厚 些 。 京东 物流 一直 没得说 。 快 ！,1,0,2,2,2,1,2,1
包装 完整 ， 物流 较 快 ， 个头 不 大 ， 一 盒 小果 ， 酸爽 多 汁 ， 和 红柚 子 的 味道 差不多 ， 这个 果子维西 含量 比较 多 ， 开 胃 助消化 的 作用 比较 明显 。,2,2,2,0,1,1,2,1
不错 不错 ， 皮包 ， 肉 很 嫩 ， 没有 那么 多 织 。 稍微 偏 酸 一些 。 还 不错 ， 值得 买 ， 还 算 实惠 。 物流 迅速 ， 可以 可以 可以 可以 可以 可以 ， 推荐 购买 。,1,1,1,2,1,1,2,2
经常 购买 南非 红西柚 ， 尤其 夏天 ， 新鲜 而 又 水份 充足 ， 酸甜可口 ， 回味 略 带 一点 丝苦 ， 是 解腻 去 火 的 水果 ， 外皮 晒 干 后 可以 泡 水 喝 ， 对 皮肤 瘙痒 有 改善 作用 。,1,1,2,2,0,1,2,1
南非 进口 红西柚 酸甜 可口 ， 回味 略 带 一点 丝苦 ， 是 补 水 维生素 同时 解腻 去 火 的 水果 ， 是 经常 购买 的 商品 之一 ， 尤其 是 夏季 ， 新鲜 又 水份 充足 。,1,1,2,2,2,2,2,2
一共 四 个 果 ， 第一 次 买 水果 ， 第一 天 拍 ， 第二 天 就 送 到 了 ， 还 算 满意 果子 质量 不错 口味 酸酸甜甜 的 ， 没有 怪味 ！ 吃 好 以后 还 会 来,1,1,2,2,1,2,1,2
这 次 的 柚子 比 上次 小 ， 一 箱 九 个 。 很 甜汁 水 多 ， 西柚 营养 丰富 ， 热量 低 ， 全家人 都 很 喜欢 。 减肥 期间 也 可以 吃 ， 价格 优惠 ， 京东 送货 很 快 ， 经常 购买 。,1,1,1,2,2,1,2,2
这 西柚 的 个头 足 有 包掌 般 大 ； 果肉 饱满 、 果汁 丰盈 ， 味道 甜酸 很 是 醒胃 ， 感觉 吃 著 满 口 的 维 c 。 其实 掰开 后 耐心 的 揭开 隔囊 只 吃 果肉 ， 便 没有 苦涩 的 味道 了 。,1,0,2,1,2,2,1,1
京鲜生 南非 进口 红心西柚 红心柚 粒 单果 g 起 新鲜 水果 与 描述 相符 ， 水 份 足 ， 就 是 略 酸 ， 味道 不错 ， 最 值得 赞许 的 是 能 送货上门 。,1,1,1,1,2,1,2,2
京鲜生 南非 进口 红心西柚 红心柚 粒 单果 g 起 新鲜 水果 与 描述 相符 ， 水 份 足 ， 酸甜 ， 尤其 是 京东 快递 能 直接 送货上门 ， 极大 方便 了 我们 老年人 。,1,1,2,1,2,1,2,2
这 款 西柚 真是 吃 一 次 就 爱上 了 ， 前前后后 买 了 几十 个 个个 汁 水 多 ， 而且 由 新鲜 ， 包装 也 很 用心 京东 的 水果 从来 没有 让 我 失望 过,1,1,2,2,1,2,2,2
抱 着 试试 的 态度 ， 先 买 了 一 单 ， 收到 货 非常 清晰 ， 吃 的 特别 好吃 ， 立马 又 下 了 一 单 ， 和 第一 单 一样 ， 非常 好 ， 包装 完好 ， 快递 快 ， 个头 大 小 均匀 ， 品质 很 好 ， 秋天 容易 上火 ， 吃 一些 水果 去 火气 ， 京东 上 购物 很 开心 ， 每天 都 想 上来 买 买 买 ， 价格 太 合适 了 。,1,1,1,1,1,1,1,2
收到 货品 好 长 时间 了 ， 一直 没 时间 评论 ， 现在 终于 有 时间 评论 了 宝贝 看 着 不错 ， 活动 时候 买 的 特别 划算 ， 真的 是 物美价廉 ， 宝贝 挺 好 挺 好 的 物流 好 快 。 可以 放心 使用 。 非常 棒,1,1,1,2,1,1,2,2
经过 了 这次 愉快 的 购物 ， 我 决定 如果 下次 我 还要 买 红心柚 的话 ， 我 一定 会 再 来 这家 店 买 的 。 看 了 好几 家 店 ， 也 对比 了 好几 家 店 ， 最后 发现 还 是 这 一 家 的 红心柚 评价 最 好 。 包装 的 很 精美 ！ 红心柚 的 质量 和 品质 非常 不错 ！ 真是 一 次 愉快 的 购物 ！ 拆开 包装 后 惊艳 到 我 了 ， 这 就是 我 想 要 的 红心柚 我 会 推荐 想 买 红心柚 的 朋友 也 来 这家 店 里 买,1,1,2,2,1,2,2,2
包装 很 好 ， 买 过 很多 次 了 ， 柚子 味 很 浓 很 浓 ， 虽然 不 是 很 甜 ， 味道 酸酸 的 ， 但是 这样 才 知道 你 吃 的 是 柚子 ， 对于 能 接受 酸涩味 的 人 来说 ， 这 款 柚子 真 的 封神,2,1,2,2,1,2,2,2
基本 没有 认真 评论 过 ， 不知 浪费 了 多少 积分 ， 这个 福利 真 的 不错 ， 妥妥 的 每次 写 多 字 ， 这 已经 不 知道 n 次 在 网上 购买 东西 了 ， 东西 便宜 ， 质量 好 ， 物美价廉 买 的 放心 又 开心 这 真 是 买 东西 上瘾 的 节奏 啊 ， 根本 无法 停 下来 ， 品类 多 ， 而且 齐全 ， 划算 ， 方便 ， 快捷 ， 实惠 ， 包装 又 好 ， 没有 任何 破损 ， 简直 是 消费者 的 福音 ， 会 一直 支持 下去 。,1,1,1,2,1,1,2,2
包装 很 好 ， 外表 光滑 干净 ， 这 次 买 的 还 没有 品尝 ， 上次 买 的 口感 是 我 想 要 的 那种 ， 酸甜 稍微 有 一 点 苦 夏天 消食 去 火 ， 非常 满意 ！,1,1,2,2,1,2,1,2
已经 快 数 不 清楚 ， 这 是 第几 次 买 他们 家 的 西柚 了 ， 总之 ， 货 好 我 才 会 无限 续购 的 ， 我 很 喜欢 吃 ， 多 吃 西柚 对 皮肤 好 。 总之 ， 还是 会 继续 支持 他家 的 西柚 。,2,1,2,2,2,1,2,2
这 是 第二 次 回购 的 西柚 。 水份 特别 多 。 每天 吃 一个 。 价格 很 优惠 。 水果 真 的 跟 新鲜 。 送货 也 比较 及时 。 还 会 再 买 的 。 真的 特别 好 。,1,1,1,2,2,1,1,2
商品 收到 了 外包装 完好无损 ， 该 商品 价格 还是 比较 合理 的 ， 质量 也 是 不错 的 ， 口感 也 是 非常 好 ， 京东物流 速度 也 是 非常 快 ， 快递 小哥 服务 态度 非常 ， 辛苦 了 谢谢 你们 ！,1,1,1,2,1,1,1,2
第一 次 买 了 四 个 第二 次 买 了 十 个 都 一如既往 的 好 ， 京东 自营店 购买 实惠 营养 丰富 的 商品 快递 小哥 辛苦 送 到 家赞 一个,1,1,1,2,2,2,2,2
有 问题 找 客服 售 后 还是 很快 处理 的 ， 京东 购买 还是 有 保障 ， 有时 快递 有 个 另 擦伤 损坏 还是 能够 理解 的 ， 还是 会 选择 京东 购买 商品 ， 够 快 。。。,1,2,2,1,0,1,2,1
还 可以 吧 ， 做 了 杨枝 甘露 ， 还 不错 ， 有 一 丢 丢酸 ， 但 我 还 蛮 喜欢 吃 酸 的 ， 不错 ， 超大 一个 ， 四 个 分量 很足 ， 水果 包 里 的 。,1,1,1,2,1,0,2,1
一如既往 的 好 品质 ， 非常 喜欢 的 一 款 产品 ， 非常 棒 ！ o ￣ ￣ o 大小 合适 ， 做工 精良 ， 出口 品质 ， 最 满意 的 一 次 淘 货 ， 很 喜欢 ， 下次 会 再 来 ！ 大 品牌 ， 用 起来 很 放心 ， 质量 非常 好 ， 赶上 活动 购买 非常 的 划算 赶上 做 活动 的 时候 买 的 ， 这个 价格 一 分 钱 一 分 货 ， 从 外观 看 很 美 ， 材质 做工 都 不错 ， 感觉 买 值 了 ， 还有 物流 超级 快 ， 点赞 ！ 包装 好 ， 物流 快 ， 价格 实惠 ， 比 超市 便宜 多 了 急 了 ， 我 彻底 急 了 。 当 我 看到 其他人 的 好评 ， 我 感同身受 ， 就 好像 那些 事情 真 的 发生 了 一样 ， 此时此刻 我 真的 破防 了 ， 我 怎么 可以 不 给 好评 ！ ！ 这个 真的 太 了 ， 包装 很 精美 ， 宝贝 做工 比较 精细 ， 商家 特别 好 ， 有 问题 都 及时 处理 ， 确实 是 一 次 相当 满意 的 网购 ， 还 会 再 来 的 已经 用 过 一 段 时间 了 ， 效果 不错 ， 客服 服务 有 耐心 ， 解答 详细 ， 赞 一个 商品 收到 咯 ， 特别 喜欢 ， 一 收到 就 迫不及待 地 打开 了 ， 家人 也 很 满意 ， 这 次 购物 体验 不错 精 挑 细 选 很 久 ， 最后 决定 买 这 一 款 ， 到货 后 果然 没有 让 我 失望 ， 实物 很 漂亮 ， 做工 很 精细 ， 特别 满意,1,1,1,1,1,1,1,2
超级 无敌 喜欢 西柚 很 健康 酸爽 开 胃 啊 ！,1,2,2,2,2,2,2,2
物流 很快 ， 昨天 中午 下单 ， 今天 上午 就 收到 了 ， 开 箱 验果 全 好 的 完整 无损 ， 总共 有 个 ， 每个 份 量足 ， 估计 单果 有 两 ， 剖开 吃 了 ， 水份 充足 ， 酸 中 带 甜 微苦 ， 是 我 喜欢 的 味道 ， 营养 丰富 好吃 ！,1,1,2,1,2,1,1,2
哇塞塞 ！ 超级 大 的 西柚 ！ ！ 很 甜 ！ 味道 很 浓 ！ 跟 水果 混 在 一起 告 水果 茶真 的 太 赞 了 ！ 我 很 喜欢 ！ 孩子 也 很 喜欢 ！ 每次 京东 有 水果 活动 我 都 会 买 买 买 ！ 因为 绝对 不 会 让 你 失望 ！ 而且 冰袋 包装 ， 真的 很 棒 ！ 很 新鲜 ！,1,1,2,1,1,2,2,2
在 京东 无限 回购 水果 收到 很 新鲜 ， 辛苦 快递 小 哥哥 送货上门 啦 。 柚子 个 头 大 共 粒 皮薄 水 份 足 ， 味道 酸酸甜甜 夏天 吃灰常 开胃 ， 吃 完 在 回购,1,1,2,1,1,1,2,2
样子 是 真 的 很 好看 ， 黄 里 透 红 ， 包装 也 很 完美 ， 但是 这个 味道 真 的 一言难尽 ， 好酸 啊 ， 酸 得 我 牙齿 都 快 掉 了 ， 这个 是 要 再 放 一 放 才 会 甜 吗 ？,2,1,2,2,1,1,2,2
特别 好 ， 果子 大 ， 果肉 红红的 ， 汁水 丰富 ， 酸甜可口 ， 维 c 满满 。 送货 快 ， 包装 严密 有 保护垫 ， 没有 磕碰 没有 坏果 ， 买 过 多次 了 ， 物美价廉 。,1,1,1,1,1,1,2,2
个头 很 大 皮薄 肉嫩 ， 水 多 饱满 。 斤 ， 质量 稳定 味道 新鲜 ， 算是 他 家 西柚 的 忠实 粉丝 ， 因为 我们 是 奶茶店 的 ， 常年 要 用 ， 品质 可靠 包装 完整 ， 速度 快 ， 而且 实惠 又 性价比 ， 比较 推荐 这家 ， 不 用 犹豫 啦 。 连续 买 了 好多 次 了 ， 从 老板 自己 种 的 到 现在 的 进口 的 。 推荐 这 的 家 的 西柚 ， 可以 代餐 加西柚 吃 ， 刚好 符合 我 现在 的 情况 ， 爱美 的 路上 ， 不 能 胖 ， 所以 买 了 这个 ， 以前 买 过 ， 但是 这 次 是 我 吃 过 最 好吃 的 ， 酸甜 的 口感 ， 果衣 很 好 剥 ， 加 了 酸奶 很 好吃 。粒粒 分明 颜色 也 特别 好看 。 喜欢 这个 味道 好吃 好 闻 又 新鲜 美味 ， 营养 价值 都 是 非常 的 高 的 呢 。,1,1,1,1,1,1,1,2
京东 物流 还是 一如既往 的 快 ， 西柚 个头 挺 大 的 ， 怀孕 了 说 西柚 对 胎盘 好 ， 后期 还 会 回购 的 。 酸酸 甜甜 的 很 开胃 ， 特别 喜欢 问 西柚 皮剥 开 后 的 味道 清新,1,1,2,1,2,1,1,2
酸酸甜甜 涩涩 的 西柚 汁 ， 我家 宝宝 最 喜欢 了 ， 京东 自营店 购买 ， 发货 速度 很快 ， 包装 密实 到 家 也 完整 无损 ， 商品 价格 实惠 亲 民 ， 配送员 友善 亲切 ， 值得 信赖 ！,1,1,1,2,1,1,1,2
夏天 完美 的 水果 西柚 完全 可以 占 一席之地 。 首先 ， 外表 黄澄澄 、 圆滚滚 特别 新鲜 ， 闻 起来 有 淡淡的 清香 。 吃起来 稍 带 一点点 苦味 ， 消暑 解渴 的 好 水果 ！,1,1,2,2,1,1,2,2
这个 品种 的 西柚 非常 饱满 ， 味道 比较 甜 ， 冰镇 后 更加 可口 ， 水分 多 ， 非常 新鲜 ， 包裹 很快 就 到 ， 包装 完好 ， 非常 满意 京东 的 水果 ， 还 会 再 选择 。,1,1,2,2,1,2,2,2
记不得 多少 次 在 京东 买 水果 了 ， 从来 没有 失望 过 ， 每次 都 是 惊喜 ， 很 放心 ， 品质 如 一 有 保证 ， 价格 也 实惠 ， 送货 快 ， 很 方便 ， 推荐 给 朋友 啦,1,2,1,2,2,1,2,2
吃起来 酸酸甜甜的 ， 果肉 也 非常 红 ， 维生素 超 多 的 ， 确实 很 满意 ， 酸甜可口 ， 补充 vc 的 ， 相信 京东 商城 的 产品 品质 ， 京东物流 很快 很 方便 快捷 ， 售后服务 体系 管理 的 很 好 的 ， 还 会 继续 进行 支持 的 。,1,1,2,2,2,1,1,2
滋滋 好吃 啊 ， 我 姑娘 一 次 吃 一个 ， 没 想到 京东 的 精 挑选 的 水果 这么 给力 呢 ， 第一 次 在 京东 买 水果 ， 体验感 非常 好 ， 大爱 ， 以后 就 在 京东 买 水果 了,1,1,2,2,2,2,2,2
第一 次 买 这么 多 个 红心柚 ， 包装 得 非常 讲究 ， 京东 自营店 出品 ， 必须 靠谱 啊 ， 非常 新鲜 的 水果 ， 颜色 光亮 金灿灿 ， 香气 十足 ， 夏天 胃口 不好 ， 吃 柚 解腻 通气 开胃 ， 准备 把 皮晒 干 泡 蜂蜜 水 喝 ， 一个 字 ： 赞 ！,1,0,2,2,1,2,2,1
先 给 京东 小哥点 赞 ， 收到 非常 新鲜 ， 外包装 也 很 干净 。 火龙果 一如既往 的 好 ， 柚子 这 是 西柚 酸苦 都 是 正常 的 ， 本来 就是 败火 的 ， 总之 很 满意,1,1,2,2,1,1,1,2
第二 次 购买 了 ， 非常 好吃 ， 个头 特别 大 ， 皮 也 很 薄 ， 味道 酸酸甜甜 的 ， 很 好吃 ， 而且 快递 真的 好 快 ， 上午 买 的 ， 下午 就 到 了 ， 给 快递 点 赞 ， 等 吃 完 了 再 继续 购买 。,1,1,2,1,1,1,2,2
京东 的 水果 品质 真的 非常 ok ， 一直 很 喜欢 在 京东 购物 希望 京东 能够 继续 保持 品质 我 也 会 向 朋友 们 推荐 在 京东 购物 的 哈哈哈 。,1,2,2,2,2,2,2,2
昨天 拍 的 今天 中午 就 到货 了 快递 小 哥 送货 很快 服务 好 ， 买 了 好 多次 ， 相信 大 品牌 ， 味道 是 偏酸 的 ， 每次 放点 蜂蜜 比较 好 ， 个头 很 大 ， 有 需要 还 会 再 来 的 呢 ！,2,2,2,1,2,1,1,2
五一 放假 在家 ， 不 想 出门 ， 在 京东 上 买 了 水果 ， 送货上门 ， 太 舒服 了 ， 水果 都 很 新鲜 ， 品质 也 很 好 ， 西柚 都 很 大 个 ， 快 吃 完 了 才 想 起来 评论,1,1,2,1,2,1,2,2
一直 在 京东 购买 东西 了 ， 这 次 购买 的 商品 是 京鲜生 进口 红心西柚 ， 红心柚 ， 非常 好吃 ， 酸甜可口 ， 微苦 回 甘 ， 低 糖 榨汁 优选 ， 个 大 饱满 ， 奇妙 的 清 甜 微苦 ， 水润 清新 香气 扑鼻 ， 在 京东 购买 东西 放心 ， 价格 合适 ， 快递 小哥 服务 态度 很 好 送货上门 。,1,1,1,1,2,1,1,2
我 最近 在 京东 购物 中 买 了 一 件 产品 ， 非常 满意 它 的 质量 和 性能 。 首先 ， 这个 产品 的 外观 设计 非常 漂亮 ， 质感 很 好 ， 让 我 感到 很 有 面子 。 其次 ， 它 的 功能 非常 实用 ， 让 我 能够 很 方便 地 完成 我 的 任务 。 我 非常 喜欢 它 的 易用性 和 便携性 ， 让 我 可以 随时随地 使用 它 。 最 重要 的 是 ， 这个 产品 的 性价比 非常 高 ， 价格 非常 实惠 ， 我 觉得 是 物有所值 的 。 此外 ， 京东 的 购物 体验 也 非常 好 。 下单 非常 方便 ， 并且 物流 速度 很快 ， 还有 专业 的 客服 团队 回答 我 的 问题 。 在 购物 过程 中 ， 我 感到 非常 舒心 和 满意 。 总的来说 ， 我 非常 推荐 京东 购物 ， 他们 的 产品 和 服务 都 非常 优秀 ， 让 我 非常 满意 。 无论是 购买 啥 产品 ， 它们 都 能够 提供 高 质量 的 商品 和 服务 。 我 相信 在 京东 购物 ， 你 也 能够 找到 心中 满意 的 产品 。,1,1,1,2,1,1,1,2
第一 次 网购 榴莲 ， 没 想到 这么 成功 ！ 快递 在 路上 运输 了 四 天 ， 我 本来 还 担心 在 路上 会 不 会 坏 了 ， 结果 证明 我 的 担心 是 多余 的 ， 收到 的 时候 没有 任何 损坏 ， 还 没有 打开 快递箱 就 闻 到 了 浓浓的 榴莲 香味 虽然 是 盲选 的 ， 可是 果形 真的 很 好 ， 我 在 水果 店 都 不 一定 能 挑 到 这么 好 的 果形 ！ ！ 放 了 一 晚 就 自然 开裂 了 ， 于是 就 把 它 给 开 了 ， 本 以为 只有 五 房 肉 ， 结果 妥妥 的 竟然 有 六 房 肉 ！ ！ 并且 每 一 房 都 很 饱满 ！ ！ 太 给力 了 ！ ！ 口感 也 特别 正宗 香糯 软棉 ！ ！ ！ 第一 次 网购 榴莲 很 满意 下次 还 会 在 这家 店 回购 开心 ing 对 了 我 下 单 的 时候 开通 了 京东 白条 可以 领 元 无 门槛 优惠券 ！ 所以 到手 只要 哈哈哈 哈哈 哈哈 哈哈哈 集美 们 快点 买 起来 买 不 了 吃亏 买 不 了 上当,1,1,2,2,0,1,1,1
完美 ， 产品 很 惊艳 ， 性价比 合适 ， 趁着 活动 入手 划算 ， 发货 快 ， 包装 得 好 ， 非常 不错 ， 全新 体验 ， 赞赞 赞 ！ 一 次 很 好 的 购物 体验 ， 服务 周到 ， 物流 快速 ， 配送 也 很 周到 ， 态度 也 很 好 ， 好评 ！,1,2,1,2,1,1,1,2
买 来 西柚 就 做 了 果茶 ， 特别 喜欢 西柚 的 香气 ， 这家 西柚 品质 没 得 说 ～ 给 卖家 点赞 ， 物流 包装 也 很 给力 ， 包装 很 严实 ～ 物流 超级 快 ， 隔 天 送 到 ， 带 给 了 果茶 的 快乐,1,2,2,2,1,1,2,2
很 新鲜 很 不错 很 期待 这个 感觉 自己 真的 非常 喜欢 这个 样子 的 样子 我 真的 觉得 特别 喜欢 这个 样子 我 真的 好 喜欢 这个 样子 我 都 看到 了 这些 去 了 吗,1,1,1,2,1,1,2,2
可以 的 呀 ， 喜欢 吃 红柚 的 可以 试试 这个 东西 真的 很 好吃 呀 ， 物流 服务 中心 工作 人员 介绍 还有 很多 很多 的 问题 ， 要 不 要 这么 简单 就 好 了 ！ 你 是 什么,1,1,2,2,2,1,2,2
买 过 很多 次 了 ， 秋天 时候 买 的 特别 多 。 这个 梨 挺 好吃 的 ， 个头 大 小 也 很 均匀 ， 但 不 是 那种 特别 甜 的 ， 家人 觉得 正 合适 ， 不 喜欢 吃 太 甜 的 水果 。 京东 送货 也 很 快 ， 包装 很 好 没 啥 破损 ， 满意 。,1,1,1,1,2,1,1,2
水果 的 的 质量 非常 棒 ， 很 新鲜 ， 很 高兴 的 一 次 购物 。 西柚 吃起来 特别 好 ， 闻 起来 也 很 香 ， 值得 购买 。 很 高兴 的 一 次 购物 ， 还 会 再 来 购买 。,1,1,2,2,1,2,2,2
买 来 熬 西柚 酱 的 ， 果子 挺 大 个 的 ， 而且 非常 新鲜 ， 果味 非常 浓郁 。 一直 都 喜欢 吃 西柚 ， 这 次 熬成 酱 用 来 泡 水 喝 ， 美容 养颜 挺 好 的 ， 熬 出来 可以 用 很 久 了 。,1,1,2,1,2,0,2,1
